Days to Ship,Sales Forecast,Ship Status,Category,City,Country,Customer Name,Order Date,Order ID,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Mode,State,Sub-Category
7,155,Shipped Late,Technology,Pembroke Pines,United States,Nick Radford,6/3/17,CA-2017-140872,WD My Passport Ultra 1TB Portable External Hard Drive,-4.14,2,South,110.4,Consumer,Standard Class,Florida,Accessories
6,539,Shipped On Time,Furniture,New York City,United States,Katherine Nockton,6/3/17,CA-2017-113908,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",-115.4304,2,East,384.768,Corporate,Standard Class,New York,Tables
7,6,Shipped Late,Office Supplies,Pembroke Pines,United States,Nick Radford,6/3/17,CA-2017-140872,Wilson Jones Standard D-Ring Binders,-3.4914,3,South,4.554,Consumer,Standard Class,Florida,Binders
4,38,Shipped Early,Office Supplies,Lorain,United States,Alejandro Ballentine,6/2/17,CA-2017-127705,Advantus Rolling Storage Box,2.401,2,East,27.44,Home Office,Standard Class,Ohio,Storage
3,36,Shipped On Time,Office Supplies,Mesa,United States,Denny Ordway,6/2/17,CA-2017-140760,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),7.92,6,West,25.344,Consumer,Second Class,Arizona,Paper
3,62,Shipped On Time,Office Supplies,Mesa,United States,Denny Ordway,6/2/17,CA-2017-140760,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",15.921,5,West,43.92,Consumer,Second Class,Arizona,Envelopes
1,36,Shipped Late,Office Supplies,Jacksonville,United States,Cari Schnelling,6/2/17,CA-2017-158883,Things To Do Today Spiral Book,9.1872,4,South,25.344,Consumer,Same Day,North Carolina,Paper
6,15,Shipped On Time,Office Supplies,Houston,United States,John Dryer,6/2/17,CA-2017-143294,Xerox 1977,3.7408,2,Central,10.688,Consumer,Standard Class,Texas,Paper
4,4,Shipped Early,Technology,Lorain,United States,Alejandro Ballentine,6/2/17,CA-2017-127705,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,-0.6435,1,East,2.97,Home Office,Standard Class,Ohio,Phones
4,76,Shipped Early,Office Supplies,Fremont,United States,Cynthia Voltz,6/1/17,CA-2017-146493,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",25.872,5,Central,53.9,Corporate,Standard Class,Nebraska,Binders
2,2699,Shipped Early,Furniture,Indianapolis,United States,Helen Wasserman,6/1/17,CA-2017-121559,Hon 4070 Series Pagoda Round Back Stacking Chairs,539.2464,6,Central,1925.88,Corporate,Second Class,Indiana,Chairs
2,3371,Shipped Early,Office Supplies,Indianapolis,United States,Helen Wasserman,6/1/17,CA-2017-121559,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,793.716,8,Central,2405.2,Corporate,Second Class,Indiana,Appliances
2,118,Shipped Early,Technology,Indianapolis,United States,Helen Wasserman,6/1/17,CA-2017-121559,MaxellæLTO Ultrium - 800 GB,15.9543,3,Central,83.97,Corporate,Second Class,Indiana,Accessories
2,56,Shipped Early,Technology,Indianapolis,United States,Helen Wasserman,6/1/17,CA-2017-121559,LogitechæMX Performance Wireless Mouse,14.7593,1,Central,39.89,Corporate,Second Class,Indiana,Accessories
2,24,Shipped Early,Office Supplies,Indianapolis,United States,Helen Wasserman,6/1/17,CA-2017-121559,Cardinal Slant-D Ring Binders,8.69,2,Central,17.38,Corporate,Second Class,Indiana,Binders
4,24,Shipped Late,Office Supplies,Toledo,United States,Barry Blumstein,6/1/17,US-2017-112928,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",1.311,5,East,17.48,Corporate,Second Class,Ohio,Appliances
2,39,Shipped Late,Office Supplies,Dublin,United States,Fred Harton,6/1/17,CA-2017-106831,Xerox 1924,10.0572,6,East,27.744,Consumer,First Class,Ohio,Paper
5,455,Shipped Early,Office Supplies,Philadelphia,United States,Barry Weirich,6/1/17,CA-2017-157413,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",-77.1267,3,East,324.744,Consumer,Standard Class,Pennsylvania,Storage
2,222,Shipped Late,Technology,Dublin,United States,Fred Harton,6/1/17,CA-2017-106831,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,-34.3148,4,East,158.376,Consumer,First Class,Ohio,Phones
2,5,Shipped Late,Office Supplies,Dublin,United States,Fred Harton,6/1/17,CA-2017-106831,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",-2.6586,2,East,3.798,Consumer,First Class,Ohio,Binders
1,339,Shipped On Time,Furniture,Lafayette,United States,Bruce Degenhardt,5/30/17,CA-2017-125472,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",33.8744,2,South,241.96,Consumer,First Class,Louisiana,Bookcases
1,5,Shipped On Time,Office Supplies,Lafayette,United States,Bruce Degenhardt,5/30/17,CA-2017-125472,Avery Binder Labels,1.8672,1,South,3.89,Consumer,First Class,Louisiana,Binders
1,11,Shipped On Time,Furniture,Lafayette,United States,Bruce Degenhardt,5/30/17,CA-2017-125472,Acrylic Self-Standing Desk Frames,3.0438,3,South,8.01,Consumer,First Class,Louisiana,Furnishings
5,53,Shipped Early,Office Supplies,Los Angeles,United States,Suzanne McNair,5/30/17,CA-2017-120614,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",18.0096,4,West,37.52,Corporate,Standard Class,California,Paper
4,49,Shipped Early,Office Supplies,San Diego,United States,Kelly Andreada,5/30/17,CA-2017-116498,"Dixon My First Ticonderoga Pencil, #2",10.179,6,West,35.1,Consumer,Standard Class,California,Art
4,220,Shipped Early,Technology,Tigard,United States,Michael Granlund,5/30/17,CA-2017-121125,LG G3,17.6391,1,West,156.792,Home Office,Standard Class,Oregon,Phones
4,50,Shipped Early,Technology,Tigard,United States,Michael Granlund,5/30/17,CA-2017-121125,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,-3.094,2,West,35.36,Home Office,Standard Class,Oregon,Accessories
4,19,Shipped Early,Furniture,Tigard,United States,Michael Granlund,5/30/17,CA-2017-121125,Tensor Brushed Steel Torchiere Floor Lamp,-0.3398,1,West,13.592,Home Office,Standard Class,Oregon,Furnishings
4,287,Shipped Late,Furniture,Dallas,United States,Kean Thornton,5/30/17,CA-2017-142461,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",-6.0196,1,Central,204.6664,Consumer,Second Class,Texas,Bookcases
4,33,Shipped Early,Office Supplies,Omaha,United States,Jesus Ocampo,5/29/17,CA-2017-144568,Plymouth Boxed Rubber Bands by Plymouth,1.1775,5,Central,23.55,Home Office,Standard Class,Nebraska,Fasteners
6,61,Shipped On Time,Office Supplies,Columbus,United States,Maris LaWare,5/29/17,CA-2017-121580,Satellite Sectional Post Binders,19.9686,1,Central,43.41,Consumer,Standard Class,Indiana,Binders
6,9,Shipped On Time,Furniture,Columbus,United States,Maris LaWare,5/29/17,CA-2017-121580,Eldon Wave Desk Accessories,2.6208,3,Central,6.24,Consumer,Standard Class,Indiana,Furnishings
6,652,Shipped On Time,Office Supplies,Columbus,United States,Maris LaWare,5/29/17,CA-2017-121580,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,120.9416,2,Central,465.16,Consumer,Standard Class,Indiana,Appliances
6,11,Shipped On Time,Office Supplies,Columbus,United States,Maris LaWare,5/29/17,CA-2017-121580,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",3.99,1,Central,7.98,Consumer,Standard Class,Indiana,Paper
6,36,Shipped On Time,Office Supplies,Harlingen,United States,Guy Thornton,5/29/17,CA-2017-104745,Xerox 1930,9.396,5,Central,25.92,Consumer,Standard Class,Texas,Paper
6,75,Shipped On Time,Office Supplies,Harlingen,United States,Guy Thornton,5/29/17,CA-2017-104745,File Shuttle I and Handi-File,4.6746,3,Central,53.424,Consumer,Standard Class,Texas,Storage
7,92,Shipped Late,Furniture,Houston,United States,Henia Zydlo,5/29/17,CA-2017-168739,Eldon Executive Woodline II Cherry Finish Desk Accessories,-52.3392,4,Central,65.424,Consumer,Standard Class,Texas,Furnishings
2,423,Shipped Early,Furniture,Columbia,United States,Patrick O'Donnell,5/28/17,CA-2017-140088,Novimex Swivel Fabric Task Chair,33.2156,2,South,301.96,Consumer,Second Class,South Carolina,Chairs
3,347,Shipped On Time,Furniture,Concord,United States,Lori Olson,5/28/17,CA-2017-141572,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",101.4504,8,East,247.44,Corporate,Second Class,New Hampshire,Furnishings
4,38,Shipped Early,Furniture,Laurel,United States,Michael Dominguez,5/28/17,CA-2017-100055,DAX Wood Document Frame,9.8856,2,East,27.46,Corporate,Standard Class,Maryland,Furnishings
4,175,Shipped Early,Office Supplies,Laurel,United States,Michael Dominguez,5/28/17,CA-2017-100055,Fellowes 8 Outlet Superior Workstation Surge Protector,36.2877,3,East,125.13,Corporate,Standard Class,Maryland,Appliances
4,76,Shipped Early,Technology,Houston,United States,Jonathan Howell,5/28/17,US-2017-112613,Spigen Samsung Galaxy S5 Case Wallet,4.0776,4,Central,54.368,Consumer,Standard Class,Texas,Phones
5,275,Shipped Early,Technology,Phoenix,United States,Candace McMahon,5/28/17,CA-2017-145765,Panasonic KX TS208W Corded phone,19.596,5,West,195.96,Corporate,Standard Class,Arizona,Phones
5,22,Shipped Early,Office Supplies,Phoenix,United States,Candace McMahon,5/28/17,CA-2017-145765,Xerox 230,5.4432,3,West,15.552,Corporate,Standard Class,Arizona,Paper
5,381,Shipped Early,Technology,Phoenix,United States,Candace McMahon,5/28/17,CA-2017-145765,LogitechæGaming G510s - Keyboard,54.3936,4,West,271.968,Corporate,Standard Class,Arizona,Accessories
4,19,Shipped Early,Office Supplies,Cleveland,United States,Alice McCarthy,5/28/17,CA-2017-161340,HP Office Recycled Paper (20Lb. and 87 Bright),5.0286,3,East,13.872,Corporate,Standard Class,Ohio,Paper
5,150,Shipped Late,Furniture,Chicago,United States,Tiffany House,5/28/17,US-2017-118556,"Global Task Chair, Black",-29.0073,3,Central,106.869,Corporate,Second Class,Illinois,Chairs
4,163,Shipped Early,Furniture,Cleveland,United States,Alice McCarthy,5/28/17,CA-2017-161340,"Bush Westfield Collection Bookcases, Medium Cherry Finish",-64.9376,4,East,115.96,Corporate,Standard Class,Ohio,Bookcases
5,5,Shipped Late,Office Supplies,Chicago,United States,Tiffany House,5/28/17,US-2017-118556,Storex Dura Pro Binders,-6.237,3,Central,3.564,Corporate,Second Class,Illinois,Binders
6,82,Shipped On Time,Office Supplies,Louisville,United States,Dianna Wilson,5/27/17,US-2017-132297,Binding Machine Supplies,28.0032,2,South,58.34,Home Office,Standard Class,Kentucky,Binders
6,757,Shipped On Time,Technology,Louisville,United States,Dianna Wilson,5/27/17,US-2017-132297,Google Nexus 5,134.9925,3,South,539.97,Home Office,Standard Class,Kentucky,Phones
4,138,Shipped Early,Technology,Seattle,United States,Roy Phan,5/27/17,CA-2017-134152,Logitech Desktop MK120 Mouse and keyboard Combo,9.816,6,West,98.16,Corporate,Standard Class,Washington,Accessories
4,44,Shipped Early,Office Supplies,Seattle,United States,Roy Phan,5/27/17,CA-2017-134152,Staples in misc. colors,7.86,3,West,31.44,Corporate,Standard Class,Washington,Art
2,49,Shipped Late,Furniture,Pocatello,United States,James Galang,5/27/17,US-2017-116897,"Eldon 400 Class Desk Accessories, Black Carbon",14.7,4,West,35,Consumer,First Class,Idaho,Furnishings
2,669,Shipped Late,Office Supplies,Pocatello,United States,James Galang,5/27/17,US-2017-116897,Fellowes Stor/Drawer Steel Plus Storage Drawers,28.629,5,West,477.15,Consumer,First Class,Idaho,Storage
7,669,Shipped Late,Furniture,Tulsa,United States,Duane Noonan,5/27/17,CA-2017-136882,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",138.417,5,Central,477.3,Consumer,Standard Class,Oklahoma,Furnishings
2,36,Shipped Early,Office Supplies,Memphis,United States,Eric Hoffmann,5/27/17,CA-2017-160458,Xerox 2,9.072,5,South,25.92,Consumer,Second Class,Tennessee,Paper
2,424,Shipped Late,Technology,Pocatello,United States,James Galang,5/27/17,US-2017-116897,Nokia Lumia 925,22.6782,3,West,302.376,Consumer,First Class,Idaho,Phones
7,38,Shipped Late,Technology,Greensboro,United States,Bart Watters,5/27/17,CA-2017-151855,Sony 8GB Class 10 Micro SDHC R40 Memory Card,0.3399,3,South,27.192,Corporate,Standard Class,North Carolina,Accessories
7,17,Shipped Late,Office Supplies,Greensboro,United States,Bart Watters,5/27/17,CA-2017-151855,"Fellowes Twister Kit, Gray/Clear, 3/pkg",-10.05,5,South,12.06,Corporate,Standard Class,North Carolina,Binders
3,292,Shipped Late,Office Supplies,Louisville,United States,Kimberly Carter,5/26/17,CA-2017-123687,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,62.532,3,South,208.44,Corporate,First Class,Kentucky,Appliances
3,36,Shipped Late,Office Supplies,Louisville,United States,Kimberly Carter,5/26/17,CA-2017-123687,Martin-Yale Premier Letter Opener,0.7728,2,South,25.76,Corporate,First Class,Kentucky,Supplies
4,32,Shipped Early,Technology,Harrisonburg,United States,Bryan Mills,5/26/17,CA-2017-152968,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",6.924,2,South,23.08,Consumer,Standard Class,Virginia,Accessories
5,18,Shipped Early,Office Supplies,Oceanside,United States,Carlos Daly,5/26/17,CA-2017-107853,Xerox 201,6.2208,2,West,12.96,Consumer,Standard Class,California,Paper
4,42,Shipped Early,Office Supplies,Columbus,United States,Mick Hernandez,5/25/17,CA-2017-161088,Recycled Easel Ring Binders,13.428,2,South,29.84,Home Office,Standard Class,Georgia,Binders
0,168,Shipped On Time,Technology,New York City,United States,Trudy Brown,5/25/17,CA-2017-120168,Imationæ8gb Micro Traveldrive Usb 2.0æFlash Drive,13.2,8,East,120,Consumer,Same Day,New York,Accessories
0,5,Shipped On Time,Office Supplies,New York City,United States,Trudy Brown,5/25/17,CA-2017-120168,Acco Hot Clips Clips to Go,1.4805,1,East,3.29,Consumer,Same Day,New York,Fasteners
0,26,Shipped On Time,Furniture,New York City,United States,Trudy Brown,5/25/17,CA-2017-120168,Eldon 200 Class Desk Accessories,6.0288,3,East,18.84,Consumer,Same Day,New York,Furnishings
0,931,Shipped On Time,Office Supplies,New York City,United States,Trudy Brown,5/25/17,CA-2017-120168,GBC DocuBind P100 Manual Binding Machine,207.475,5,East,663.92,Consumer,Same Day,New York,Binders
7,70,Shipped Late,Office Supplies,Houston,United States,Jeremy Lonsdale,5/25/17,CA-2017-112473,"Iris 3-Drawer Stacking Bin, Black",-11.2806,3,Central,50.136,Consumer,Standard Class,Texas,Storage
6,240,Shipped On Time,Furniture,Los Angeles,United States,Vivek Sundaresam,5/23/17,CA-2017-167003,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",-6.4233,3,West,171.288,Consumer,Standard Class,California,Tables
4,3,Shipped Early,Office Supplies,Houston,United States,Ken Lonsdale,5/23/17,CA-2017-164042,OIC Thumb-Tacks,0.6156,2,Central,1.824,Consumer,Standard Class,Texas,Fasteners
4,68,Shipped Early,Office Supplies,Houston,United States,Ken Lonsdale,5/23/17,CA-2017-164042,Tennsco Commercial Shelving,-11.5938,3,Central,48.816,Consumer,Standard Class,Texas,Storage
4,26,Shipped Early,Office Supplies,Houston,United States,Ken Lonsdale,5/23/17,CA-2017-164042,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,-46.716,5,Central,18.32,Consumer,Standard Class,Texas,Appliances
4,2,Shipped Early,Office Supplies,Houston,United States,Ken Lonsdale,5/23/17,CA-2017-164042,Storex Dura Pro Binders,-1.9602,1,Central,1.188,Consumer,Standard Class,Texas,Binders
3,96,Shipped On Time,Technology,Los Angeles,United States,Eric Hoffmann,5/22/17,CA-2017-153080,"Maxell 74 Minute CDR, 10/Pack",25.3302,7,West,68.46,Consumer,Second Class,California,Accessories
3,69,Shipped Late,Office Supplies,Los Angeles,United States,Rob Lucas,5/22/17,US-2017-151127,SANFORD Major Accent Highlighters,18.8328,7,West,49.56,Consumer,First Class,California,Art
4,14,Shipped Early,Office Supplies,San Francisco,United States,Vicky Freymann,5/22/17,CA-2017-130106,Newell 350,2.8536,3,West,9.84,Home Office,Standard Class,California,Art
4,4,Shipped Early,Office Supplies,San Francisco,United States,Vicky Freymann,5/22/17,CA-2017-130106,Newell 333,0.7228,1,West,2.78,Home Office,Standard Class,California,Art
4,31,Shipped Early,Office Supplies,Chicago,United States,Laurel Elliston,5/22/17,US-2017-150595,Acme Forged Steel Scissors with Black Enamel Handles,2.5137,3,Central,22.344,Consumer,Standard Class,Illinois,Supplies
4,255,Shipped Early,Furniture,Chicago,United States,Laurel Elliston,5/22/17,US-2017-150595,High-Back Leather Manager's Chair,-54.5958,2,Central,181.986,Consumer,Standard Class,Illinois,Chairs
4,2,Shipped Early,Office Supplies,Chicago,United States,Laurel Elliston,5/22/17,US-2017-150595,"Avery Durable Slant Ring Binders, No Labels",-2.6268,2,Central,1.592,Consumer,Standard Class,Illinois,Binders
5,729,Shipped Early,Furniture,Auburn,United States,John Grady,5/21/17,CA-2017-167899,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,72.807,5,East,520.05,Corporate,Standard Class,New York,Furnishings
5,25,Shipped Early,Office Supplies,Auburn,United States,John Grady,5/21/17,CA-2017-167899,Bulldog Table or Wall-Mount Pencil Sharpener,5.2113,3,East,17.97,Corporate,Standard Class,New York,Art
2,185,Shipped Early,Office Supplies,Fargo,United States,Nat Carroll,5/20/17,CA-2017-111332,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,35.6238,3,Central,131.94,Consumer,Second Class,North Dakota,Art
2,36,Shipped Early,Office Supplies,Fargo,United States,Nat Carroll,5/20/17,CA-2017-111332,"BIC Brite Liner Highlighters, Chisel Tip",8.2944,4,Central,25.92,Consumer,Second Class,North Dakota,Art
2,988,Shipped Early,Office Supplies,Fargo,United States,Nat Carroll,5/20/17,CA-2017-111332,Fellowes High-Stak Drawer Files,162.0948,4,Central,704.76,Consumer,Second Class,North Dakota,Storage
2,10,Shipped Early,Office Supplies,Fargo,United States,Nat Carroll,5/20/17,CA-2017-111332,Staples,3.4827,3,Central,7.41,Consumer,Second Class,North Dakota,Fasteners
2,30,Shipped Early,Office Supplies,Fargo,United States,Nat Carroll,5/20/17,CA-2017-111332,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.095,10,Central,21.5,Consumer,Second Class,North Dakota,Art
4,10,Shipped Early,Furniture,Lakewood,United States,Chuck Clark,5/20/17,CA-2017-166695,G.E. Halogen Desk Lamp Bulbs,3.3504,1,West,6.98,Home Office,Standard Class,California,Furnishings
0,58,Shipped On Time,Office Supplies,Trenton,United States,Allen Rosenblatt,5/20/17,CA-2017-149468,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",19.8144,2,Central,41.28,Corporate,Same Day,Michigan,Binders
6,91,Shipped On Time,Office Supplies,Las Vegas,United States,Rick Duston,5/20/17,US-2017-166688,Fellowes Basic Home/Office Series Surge Protectors,18.821,5,West,64.9,Consumer,Standard Class,Nevada,Appliances
4,726,Shipped Early,Furniture,Lakewood,United States,Chuck Clark,5/20/17,CA-2017-166695,"Global Geo Office Task Chair, Gray",-97.176,8,West,518.272,Home Office,Standard Class,California,Chairs
